0.355290	17656.469766	32039.465699			89	93	94	99	97	95	90	92	88	80	79	75	72	41	24	25	36	46	50	45	40	16	17	23	32	44	47	42	37	38	59	69	78	76	71	82	70	67	66	48	30	28	20	9	10	14	21	15	7	8	2	0	1	5	6	18	13	33	34	52	62	61	68	74	73	57	12	3	4	11	29	39	49	53	55	54	58	63	85	91	101	100	96	84	83	81	77	104	35	26	102	19	22	27	31	103	43	51	56	60	64	65	87	86	98
0.373196	21165.334443	35548.330376			14	102	20	21	28	30	31	58	49	35	18	0	1	9	29	54	47	48	44	39	103	46	53	52	45	40	43	50	51	63	78	90	91	95	92	99	93	94	85	76	71	67	66	72	59	60	41	25	24	15	26	22	19	27	32	57	61	69	74	65	86	87	89	88	104	55	68	80	73	83	84	82	77	81	96	100	101	70	56	42	4	3	2	12	13	33	34	10	6	5	11	37	38	64	98	97	79	75	62	36	17	7	8	16	23
0.359240	18353.771435	32736.767369			5	102	19	35	34	33	37	38	16	11	22	27	50	61	75	85	92	90	91	95	96	84	81	55	54	44	46	40	42	41	59	60	64	89	98	97	100	101	82	83	72	79	68	62	0	1	9	10	21	32	36	56	53	49	48	39	47	103	23	18	2	7	45	69	74	70	77	76	78	67	71	88	87	86	73	80	94	99	93	65	63	66	104	58	52	57	51	43	17	15	8	13	4	3	12	24	25	26	31	30	29	28	20	14	6
0.394405	26860.770845	41243.766779			45	42	41	86	87	89	98	101	95	96	85	40	26	22	19	48	58	76	75	72	63	104	49	47	44	50	57	65	64	15	8	33	34	37	94	99	93	80	54	27	102	11	7	14	32	62	68	69	73	74	60	59	88	90	83	78	71	43	16	3	4	12	38	51	66	82	81	84	77	91	100	97	92	79	61	36	25	17	13	39	67	70	55	35	24	23	18	10	5	6	0	1	2	9	20	21	28	29	30	31	103	46	53	56	52
0.391431	25928.119148	40311.115082			80	69	59	34	33	37	24	23	29	30	19	17	36	4	3	2	11	102	6	5	10	14	20	57	53	54	49	55	81	82	62	46	45	43	16	15	18	103	39	47	58	76	78	98	93	94	99	89	90	91	83	79	51	41	32	26	104	96	101	100	95	35	25	40	84	92	97	85	77	70	71	48	44	66	67	75	72	65	60	64	86	87	68	63	56	50	52	42	31	28	21	27	22	9	0	1	7	8	13	12	38	61	73	74	88
0.385969	24341.658728	38724.654661			102	30	103	41	62	68	65	64	0	5	1	6	14	27	50	52	57	51	45	42	3	4	2	9	10	11	15	16	24	17	26	28	21	20	22	32	39	44	48	55	58	71	67	70	77	83	85	75	73	74	91	90	84	81	19	23	18	12	34	37	40	43	69	79	66	56	53	104	82	95	96	92	97	98	88	89	72	63	49	47	46	86	87	93	101	100	78	76	54	35	36	25	7	8	13	33	38	61	80	94	99	59	60	31	29
0.387619	24804.438072	39187.434005			68	57	45	42	2	7	8	15	16	24	19	22	21	27	58	71	78	104	44	47	54	50	52	83	101	100	90	91	64	94	99	98	96	95	61	0	1	6	9	5	10	14	102	20	48	70	77	81	76	72	80	74	73	60	65	59	37	38	41	46	53	56	66	67	82	84	93	87	86	33	12	13	4	3	17	23	31	25	40	103	32	39	35	34	43	49	55	63	79	75	85	92	97	89	88	30	29	28	11	26	18	36	51	62	69
0.364095	19266.306519	33649.302453			104	49	47	44	36	24	8	34	33	59	60	86	87	64	65	69	62	42	103	40	66	70	67	71	76	78	98	97	92	96	95	91	90	85	83	84	88	89	79	75	72	74	73	80	77	82	81	54	53	38	37	29	22	14	0	1	10	21	58	63	99	93	94	101	100	28	20	27	35	32	30	31	39	43	13	12	3	4	7	11	2	6	9	5	102	19	18	15	16	26	23	25	17	41	50	56	55	48	46	51	45	52	57	61	68
0.368643	20182.290022	34565.285956			42	45	41	98	97	92	62	48	39	47	49	55	54	58	66	78	85	88	87	86	72	75	83	84	77	63	53	44	32	27	23	24	17	2	0	5	11	18	26	22	19	102	10	9	15	50	104	57	56	46	43	33	38	34	16	1	6	20	21	28	40	35	103	31	30	29	14	7	8	25	37	59	80	73	74	79	90	101	96	100	91	95	82	81	70	67	71	76	68	69	89	94	93	99	61	51	52	60	65	64	13	3	4	12	36
0.371272	20741.405228	35124.401162			16	37	38	61	67	70	66	71	73	74	80	79	83	85	81	77	50	53	56	76	84	78	72	68	69	45	57	24	4	3	12	13	43	32	25	35	36	42	40	23	26	22	20	10	9	14	102	27	18	15	19	11	7	8	33	34	86	88	90	91	95	96	100	101	97	92	82	46	51	52	55	58	54	49	28	6	5	1	0	2	17	41	62	98	94	99	93	87	89	75	63	104	65	64	60	59	21	30	29	31	39	44	47	48	103
0.373140	21152.664610	35535.660544			90	91	95	96	82	77	66	52	35	34	37	38	41	70	81	83	84	71	72	75	55	54	24	17	25	18	19	31	48	63	76	78	67	42	7	2	0	11	22	20	102	14	10	9	6	1	5	21	28	29	30	27	16	8	15	36	40	69	74	101	100	97	99	98	89	73	68	61	53	49	47	44	39	23	26	32	103	43	46	50	56	62	87	86	64	65	57	45	51	58	104	92	88	94	93	59	13	4	3	12	33	60	80	79	85
0.379854	22736.746014	37119.741947			51	42	40	41	35	25	24	16	4	3	12	36	46	44	58	66	103	26	23	27	28	32	30	19	22	102	21	20	14	2	0	1	5	6	9	10	11	15	17	33	37	38	52	57	53	56	13	34	59	65	78	92	97	64	60	94	99	93	95	96	76	71	84	77	70	80	79	83	90	91	98	89	88	85	49	45	18	8	7	72	100	101	82	81	67	48	31	29	39	43	50	74	68	69	86	87	73	75	63	104	55	54	47	61	62
0.383842	23764.112172	38147.108106			78	71	72	75	73	80	85	77	83	81	84	96	95	100	101	91	70	67	104	61	64	86	65	59	60	57	53	58	55	46	43	8	12	13	36	40	50	76	63	31	9	2	7	18	26	79	90	82	66	4	3	37	41	49	48	10	6	5	1	0	56	87	94	99	93	62	44	103	39	54	47	38	33	34	25	16	23	11	14	20	45	51	42	35	24	17	15	102	21	28	30	29	27	22	19	32	52	68	69	74	88	89	98	97	92
0.399925	28739.069141	43122.065074			12	34	52	61	73	63	104	53	30	29	28	31	39	90	91	62	56	51	45	40	57	68	89	75	79	64	65	4	3	33	95	96	100	101	80	74	103	1	0	2	38	59	36	35	26	20	32	42	41	86	99	94	55	54	48	22	43	50	66	67	72	69	88	92	98	97	93	87	60	37	8	7	5	6	9	10	102	14	21	58	70	77	81	82	84	78	85	83	76	71	44	47	49	46	23	18	17	24	25	27	19	11	15	16	13
0.372395	20987.324860	35370.320793			69	62	61	68	79	75	55	46	27	24	15	17	16	18	11	7	2	5	19	102	10	0	1	6	64	65	87	86	93	57	52	51	43	45	40	34	33	13	12	3	4	8	41	60	59	104	83	81	84	72	80	74	73	56	50	53	32	22	20	31	67	76	71	78	66	70	77	82	63	49	47	44	14	9	23	25	37	38	42	103	48	58	54	39	35	36	26	28	21	30	29	90	91	92	85	88	98	97	95	96	100	101	99	94	89
0.382095	23305.579944	37688.575878			99	85	76	82	81	96	101	100	92	91	90	66	102	14	6	0	1	10	11	18	24	25	22	29	20	19	15	17	59	64	60	12	13	16	8	7	5	9	98	97	84	70	54	31	21	30	28	27	35	26	23	43	50	49	44	103	36	4	3	2	32	39	48	47	53	45	65	69	74	73	68	52	51	46	104	63	71	78	83	95	94	93	86	87	89	88	79	72	75	61	77	67	58	55	56	57	38	37	33	34	41	42	40	62	80
0.380966	23016.166509	37399.162443			49	55	104	66	90	91	96	95	84	82	67	71	76	78	81	77	58	48	31	21	23	25	16	8	35	40	42	45	30	29	32	103	62	80	74	69	61	68	59	34	33	12	13	7	1	0	22	26	51	57	86	94	99	85	83	70	63	75	79	73	72	89	93	87	52	53	14	6	9	102	27	19	18	17	24	36	43	41	38	37	88	97	98	101	100	92	47	44	39	3	4	11	28	20	10	5	2	15	60	64	65	56	50	46	54
0.389555	25365.490895	39748.486828			2	41	36	21	20	14	6	10	11	29	27	22	18	25	24	19	102	28	30	35	31	39	48	49	55	50	46	44	43	72	71	78	85	88	80	74	86	37	34	52	57	101	100	90	66	103	15	17	16	33	38	97	98	89	84	82	81	83	76	42	40	45	60	65	64	59	12	3	4	62	68	69	51	13	8	7	23	26	47	104	73	87	93	94	99	96	95	91	92	79	75	63	56	53	61	67	77	70	58	54	32	9	5	1	0
0.394019	26736.679316	41119.675250			40	53	52	71	78	83	77	82	81	70	58	48	103	29	20	14	8	16	34	38	37	46	42	33	59	64	89	88	72	104	54	7	2	0	1	21	28	30	31	51	57	60	86	87	94	93	69	61	66	67	84	96	90	6	9	5	10	43	50	68	73	74	62	45	41	36	35	44	39	47	91	95	101	100	63	56	12	3	4	49	55	76	99	98	97	92	85	79	75	80	65	13	15	17	25	32	26	23	18	11	19	22	102	27	24
0.393627	26611.689117	40994.685051			57	41	40	43	46	52	51	45	42	26	27	22	11	6	5	0	1	14	20	17	34	38	60	62	61	72	65	64	80	90	91	100	101	97	92	54	104	71	77	67	70	66	33	13	12	4	3	53	81	82	84	95	96	39	35	23	18	36	74	79	78	85	88	98	99	93	94	87	31	102	9	10	28	29	44	19	2	8	7	15	56	58	50	103	32	30	21	48	47	49	55	89	86	25	24	16	37	59	69	73	68	75	83	76	63
0.365420	19526.708325	33909.704258			17	8	4	3	12	33	54	55	58	50	104	34	37	38	13	16	15	18	102	21	31	30	39	46	53	66	77	82	83	78	71	48	29	28	20	10	9	5	6	32	103	61	63	72	79	75	51	52	42	40	60	59	65	86	87	69	74	80	68	73	70	101	96	100	95	91	90	81	84	98	97	64	57	56	44	47	49	43	45	25	24	14	0	1	2	7	11	23	62	93	99	94	89	88	85	92	67	76	41	36	35	27	22	19	26
