Iteration,BestFitness
0,32
100,32
200,34
300,34
400,34
500,34
600,34
700,34
800,34
900,36
1000,36
1100,36
1200,36
1300,36
1400,36
1500,36
1600,36
1700,36
1800,36
1900,36
2000,36
2100,36
2200,36
2300,36
2400,36
2500,36
2600,36
2700,36
2800,36
2900,36
3000,36
3100,36
3200,36
3300,36
3400,36
3500,36
3600,36
3700,36
3800,36
3900,40
4000,40
4100,40
4200,40
4300,40
4400,40
4500,40
4600,40
4700,40
4800,40
4900,40
5000,40
5100,40
5200,40
5300,40
5400,40
5500,40
5600,40
5700,40
5800,40
5900,40
6000,40
6100,40
6200,40
6300,40
6400,40
6500,40
6600,40
6700,40
6800,40
6900,40
7000,40
7100,40
7200,40
7300,40
7400,40
7500,40
7600,40
7700,40
7800,40
7900,40
8000,40
8100,40
8200,40
8300,40
8400,40
8500,40
8600,40
8700,40
8800,40
8900,40
9000,40
9100,40
9200,40
9300,40
9400,40
9500,40
9600,40
9700,40
9800,40
9900,40
10000,40
10100,40
10200,40
10300,40
10400,40
10500,40
10600,40
10700,40
10800,40
10900,40
11000,40
11100,40
11200,40
11300,40
11400,40
11500,40
11600,40
11700,40
11800,40
11900,40
12000,40
12100,40
12200,40
12300,40
12400,40
12500,40
12600,40
12700,40
12800,40
12900,40
13000,40
13100,40
13200,40
13300,40
13400,40
13500,40
13600,40
13700,40
13800,40
13900,40
14000,40
14100,40
14200,40
14300,40
14400,40
14500,40
14600,40
14700,40
14800,40
14900,40
15000,40
15100,40
15200,40
15300,40
15400,40
15500,40
15600,40
15700,40
15800,40
15900,40
16000,40
16100,40
16200,40
16300,40
16400,40
16500,40
16600,40
16700,40
16800,40
16900,40
17000,40
17100,40
17200,40
17300,40
17400,40
17500,40
17600,40
17700,40
17800,40
17900,40
18000,40
18100,40
18200,40
18300,40
18400,40
18500,40
18600,40
18700,40
18800,40
18900,40
19000,40
19100,40
19200,40
19300,40
19400,40
19500,40
19600,40
19700,40
19800,40
19900,40
20000,40
20100,40
20200,40
20300,40
20400,40
20500,40
20600,40
20700,40
20800,40
20900,40
21000,40
21100,40
21200,40
21300,40
21400,40
21500,40
21600,40
21700,40
21800,40
21900,40
22000,40
22100,40
22200,40
22300,40
22400,40
22500,40
22600,40
22700,40
22800,40
22900,40
23000,40
23100,40
23200,40
23300,40
23400,40
23500,40
23600,40
23700,40
23800,40
23900,40
24000,40
24100,40
24200,40
24300,40
24400,40
24500,40
24600,40
24700,40
24800,40
24900,40
25000,40
25100,40
25200,40
25300,40
25400,40
25500,40
25600,40
25700,40
25800,40
25900,40
26000,40
26100,40
26200,40
26300,40
26400,40
26500,40
26600,40
26700,40
26800,40
26900,40
27000,40
27100,40
27200,40
27300,40
27400,40
27500,40
27600,40
27700,40
27800,40
27900,40
28000,40
28100,40
28200,40
28300,40
28400,40
28500,40
28600,40
28700,40
28800,40
28900,40
29000,40
29100,40
29200,40
29300,40
29400,40
29500,40
29600,40
29700,40
29800,40
29900,40
30000,40
30100,40
30200,40
30300,40
30400,40
30500,40
30600,40
30700,40
30800,40
30900,40
31000,40
31100,40
31200,40
31300,40
31400,40
31500,40
31600,40
31700,40
31800,40
31900,40
32000,40
32100,40
32200,40
32300,40
32400,40
32500,40
32600,40
32700,40
32800,40
32900,40
33000,40
33100,40
33200,40
33300,40
33400,40
33500,40
33600,40
33700,40
33800,40
33900,40
34000,40
34100,40
34200,40
34300,40
34400,40
34500,40
34600,40
34700,40
34800,40
34900,40
35000,40
35100,40
35200,40
35300,40
35400,40
35500,40
35600,40
35700,40
35800,40
35900,40
36000,40
36100,40
