Iteration,BestFitness
0,32
100,32
200,33
300,36
400,36
500,36
600,36
700,36
800,36
900,36
1000,36
1100,36
1200,36
1300,36
1400,36
1500,36
1600,36
1700,36
1800,36
1900,36
2000,36
2100,36
2200,36
2300,36
2400,36
2500,36
2600,36
2700,36
2800,36
2900,36
3000,36
3100,36
3200,36
3300,36
3400,36
3500,36
3600,36
3700,36
3800,36
3900,36
4000,36
4100,36
4200,36
4300,36
4400,36
4500,36
4600,36
4700,36
4800,36
4900,36
5000,36
5100,36
5200,36
5300,36
5400,36
5500,36
5600,36
5700,36
5800,36
5900,36
6000,36
6100,36
6200,36
6300,36
6400,36
6500,36
6600,36
6700,36
6800,36
6900,36
7000,36
7100,36
7200,36
7300,36
7400,36
7500,36
7600,36
7700,36
7800,36
7900,36
8000,36
8100,36
8200,36
8300,36
8400,36
8500,36
8600,36
8700,36
8800,36
8900,36
9000,36
9100,36
9200,36
9300,36
9400,36
9500,36
9600,36
9700,36
9800,40
9900,40
10000,40
10100,40
10200,40
10300,40
10400,40
10500,40
10600,40
10700,40
10800,40
10900,40
11000,40
11100,40
11200,40
11300,40
11400,40
11500,40
11600,40
11700,40
11800,40
11900,40
12000,40
12100,40
12200,40
12300,40
12400,40
12500,40
12600,40
12700,40
12800,40
12900,40
13000,40
13100,40
13200,40
13300,40
13400,40
13500,40
13600,40
13700,40
13800,40
13900,40
14000,40
14100,40
14200,40
14300,40
14400,40
14500,40
14600,40
14700,40
14800,40
14900,40
15000,40
15100,40
15200,40
15300,40
15400,40
15500,40
15600,40
15700,40
15800,40
15900,40
16000,40
16100,40
16200,40
16300,40
16400,40
16500,40
16600,40
16700,40
16800,40
16900,40
17000,40
17100,40
17200,40
17300,40
17400,40
17500,40
17600,40
17700,40
17800,40
17900,40
18000,40
18100,40
18200,40
18300,40
18400,40
18500,48
18600,48
18700,48
18800,48
18900,48
19000,48
19100,48
19200,48
19300,48
19400,48
19500,48
19600,48
19700,48
19800,48
19900,48
20000,48
20100,48
20200,48
20300,48
20400,48
20500,48
20600,48
20700,48
20800,48
20900,48
21000,48
21100,48
21200,48
21300,48
21400,48
21500,48
21600,48
21700,48
21800,48
21900,48
22000,48
22100,48
22200,48
22300,48
22400,48
22500,48
22600,48
22700,48
22800,48
22900,48
23000,48
23100,48
23200,48
23300,48
23400,48
23500,48
23600,48
23700,48
23800,48
23900,48
24000,48
24100,48
24200,48
24300,48
24400,48
24500,48
24600,48
24700,48
24800,48
24900,48
25000,48
25100,48
25200,48
25300,48
25400,48
25500,48
25600,48
25700,48
25800,48
25900,48
26000,48
26100,48
26200,48
26300,48
26400,48
26500,48
26600,48
26700,48
26800,48
26900,48
27000,48
27100,48
27200,48
27300,48
27400,48
27500,48
27600,48
27700,48
27800,48
27900,48
28000,48
28100,48
28200,48
28300,48
28400,48
28500,48
28600,48
28700,48
28800,48
28900,48
29000,48
29100,48
29200,48
29300,48
29400,48
29500,48
29600,48
29700,48
29800,48
29900,48
30000,48
30100,48
30200,48
30300,48
30400,48
30500,48
30600,48
30700,48
30800,48
30900,48
31000,48
31100,48
31200,48
31300,48
31400,48
31500,48
31600,48
31700,48
31800,48
31900,48
32000,48
32100,48
32200,48
32300,48
32400,48
32500,48
32600,48
32700,48
32800,48
32900,48
33000,48
33100,48
33200,48
33300,48
33400,48
33500,48
33600,48
33700,48
33800,48
33900,48
34000,48
34100,48
34200,48
34300,48
34400,48
34500,48
34600,48
34700,48
34800,48
34900,48
35000,48
35100,48
35200,48
35300,48
35400,48
35500,48
35600,48
35700,48
35800,48
35900,48
36000,48
36100,48
36200,48
36300,48
36400,48
36500,48
36600,48
